Id,SalePrice
1461,121668.0703125
1462,153201.5
1463,181290.28125
1464,183570.359375
1465,191123.640625
1466,166836.078125
1467,169400.234375
1468,165999.859375
1469,168943.0
1470,123339.875
1471,198246.421875
1472,92649.796875
1473,100431.4296875
1474,153455.125
1475,134797.921875
1476,325941.8125
1477,254030.46875
1478,286486.0
1479,187144.828125
1480,537963.0625
1481,306239.46875
1482,205478.796875
1483,169853.703125
1484,164747.53125
1485,169414.3125
1486,174380.828125
1487,298689.625
1488,219608.515625
1489,210017.34375
1490,204868.953125
1491,174806.765625
1492,97585.3203125
1493,178199.28125
1494,290354.96875
1495,290260.71875
1496,224688.203125
1497,183242.578125
1498,159069.546875
1499,159418.34375
1500,151932.6875
1501,183658.53125
1502,170603.109375
1503,265242.5
1504,225532.3125
1505,219951.890625
1506,203470.375
1507,225575.109375
1508,205031.15625
1509,151430.984375
1510,142332.40625
1511,143798.90625
1512,158499.015625
1513,147064.015625
1514,179700.015625
1515,183191.25
1516,152339.984375
1517,150516.765625
1518,120349.0234375
1519,219994.953125
1520,134804.859375
1521,140341.46875
1522,155255.09375
1523,113995.90625
1524,121590.59375
1525,117195.515625
1526,124667.5859375
1527,105695.5
1528,131672.734375
1529,140544.75
1530,178483.125
1531,116252.0390625
1532,93547.21875
1533,148590.03125
1534,119668.875
1535,151423.9375
1536,112281.7734375
1537,68534.96875
1538,171249.078125
1539,224877.46875
1540,105967.3515625
1541,148939.84375
1542,138985.734375
1543,201307.890625
1544,89345.4765625
1545,94481.1015625
1546,124385.25
1547,136770.703125
1548,135150.46875
1549,119323.5390625
1550,139266.546875
1551,118279.75
1552,128229.9765625
1553,152100.15625
1554,116055.1171875
1555,175095.65625
1556,93511.7578125
1557,116519.2578125
1558,92640.796875
1559,105401.40625
1560,132241.109375
1561,146010.71875
1562,122238.2421875
1563,121320.6640625
1564,145715.828125
1565,147106.515625
1566,197005.84375
1567,83153.515625
1568,223336.625
1569,145741.46875
1570,120527.5234375
1571,143185.296875
1572,143230.21875
1573,221951.578125
1574,101340.1015625
1575,207279.515625
1576,219202.109375
1577,197250.125
1578,143974.3125
1579,148272.328125
1580,188512.15625
1581,136507.0
1582,119946.140625
1583,306079.9375
1584,216782.234375
1585,142641.421875
1586,73275.109375
1587,94981.8515625
1588,148515.8125
1589,96502.5390625
1590,128512.1875
1591,96132.1171875
1592,127821.4609375
1593,128221.8515625
1594,135304.359375
1595,104624.4375
1596,228272.046875
1597,164690.921875
1598,189546.03125
1599,196371.6875
1600,181929.859375
1601,64288.5703125
1602,108599.28125
1603,94808.90625
1604,269372.25
1605,242339.578125
1606,165008.78125
1607,171581.875
1608,213202.234375
1609,190531.109375
1610,157070.5625
1611,145319.546875
1612,152598.625
1613,145464.625
1614,119644.921875
1615,87442.6484375
1616,69504.796875
1617,87230.7265625
1618,127650.890625
1619,134142.84375
1620,135783.59375
1621,126668.6640625
1622,138079.140625
1623,297551.21875
1624,214741.71875
1625,123294.9609375
1626,164414.265625
1627,186669.71875
1628,284225.40625
1629,172886.0625
1630,389859.375
1631,209489.828125
1632,235377.453125
1633,166440.703125
1634,173325.40625
1635,175385.890625
1636,153512.421875
1637,159945.046875
1638,188364.0
1639,165627.21875
1640,224044.953125
1641,162478.78125
1642,218307.28125
1643,221313.390625
1644,215532.328125
1645,178897.578125
1646,157248.71875
1647,155411.359375
1648,122560.765625
1649,141728.28125
1650,108700.40625
1651,128244.40625
1652,94231.9765625
1653,96980.8203125
1654,151120.890625
1655,147249.90625
1656,145577.890625
1657,150432.75
1658,146331.46875
1659,139575.734375
1660,153963.265625
1661,439171.90625
1662,374414.5625
1663,369931.0
1664,382589.3125
1665,302377.9375
1666,326572.9375
1667,374815.3125
1668,318821.875
1669,268142.84375
1670,323913.78125
1671,263072.78125
1672,535368.125
1673,304397.375
1674,263334.09375
1675,190788.515625
1676,192242.984375
1677,216899.359375
1678,488308.75
1679,422858.28125
1680,308928.65625
1681,250793.4375
1682,301651.4375
1683,188384.140625
1684,163354.59375
1685,164644.578125
1686,163566.078125
1687,161478.15625
1688,171105.234375
1689,177404.734375
1690,173683.765625
1691,178252.390625
1692,268757.375
1693,157879.890625
1694,177455.671875
1695,167146.21875
1696,254338.40625
1697,171378.984375
1698,382684.84375
1699,324294.0
1700,224372.015625
1701,250933.734375
1702,269208.28125
1703,264941.84375
1704,318430.28125
1705,222109.109375
1706,482360.75
1707,209900.0
1708,213760.5625
1709,265560.25
1710,227404.09375
1711,264990.25
1712,228136.140625
1713,255313.3125
1714,209238.84375
1715,200380.265625
1716,181996.8125
1717,148956.125
1718,136361.359375
1719,192066.9375
1720,252211.21875
1721,152359.953125
1722,129734.8671875
1723,147979.484375
1724,196189.84375
1725,217219.140625
1726,171319.015625
1727,158668.03125
1728,169364.015625
1729,170793.0625
1730,163340.140625
1731,116980.78125
1732,134011.28125
1733,123731.34375
1734,121769.125
1735,137611.703125
1736,110777.15625
1737,375446.4375
1738,192041.453125
1739,330235.3125
1740,198234.890625
1741,188904.859375
1742,179260.640625
1743,179814.8125
1744,296377.875
1745,189583.46875
1746,244512.515625
1747,197193.109375
1748,193647.390625
1749,136952.34375
1750,134508.84375
1751,212316.328125
1752,119493.1875
1753,130253.625
1754,196178.3125
1755,168228.96875
1756,122288.0625
1757,121214.671875
1758,147445.359375
1759,159503.890625
1760,152681.1875
1761,144380.640625
1762,150086.28125
1763,166193.703125
1764,107155.1171875
1765,170801.90625
1766,166703.203125
1767,216827.359375
1768,140430.0625
1769,170809.5
1770,146257.953125
1771,125909.2578125
1772,132600.9375
1773,134800.703125
1774,125643.015625
1775,132604.96875
1776,124959.5234375
1777,121271.625
1778,126938.3125
1779,107866.9453125
1780,166310.78125
1781,131989.859375
1782,94956.6640625
1783,134396.8125
1784,98661.75
1785,110933.4375
1786,124609.7578125
1787,155396.9375
1788,53200.6484375
1789,95614.7578125
1790,83692.6484375
1791,168512.375
1792,152315.921875
1793,131385.53125
1794,144328.84375
1795,140154.859375
1796,102589.046875
1797,125123.4921875
1798,125085.5
1799,112230.4296875
1800,111837.546875
1801,124868.8046875
1802,145321.84375
1803,140888.796875
1804,148038.734375
1805,133890.09375
1806,111181.015625
1807,128645.5
1808,115463.1953125
1809,128494.90625
1810,147479.3125
1811,106062.59375
1812,105260.71875
1813,124556.8671875
1814,93319.2265625
1815,58073.20703125
1816,99710.734375
1817,123216.890625
1818,136650.53125
1819,122481.6796875
1820,77454.6328125
1821,117039.078125
1822,148102.921875
1823,64529.09375
1824,146116.46875
